Nacional	Comunidades y Ciudades Autónomas	Covid-19	Sexo	Edad	Total
Total nacional	Galicia	Covid-19 Virus identificado	Total	De 70 a 74 años	116
Total nacional	Galicia	Covid-19 Virus identificado	Total	De 75 a 79 años	151
Total nacional	Galicia	Covid-19 Virus identificado	Total	De 80 a 84 años	275
Total nacional	Galicia	Covid-19 Virus identificado	Total	De 85 a 89 años	393
Total nacional	Galicia	Covid-19 Virus identificado	Total	De 90 a 94 años	288
Total nacional	Galicia	Covid-19 Virus identificado	Total	95 y más años	144
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	Total	795
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 0 a 49 años	5
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 50 a 54 años	4
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 55 a 59 años	22
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 60 a 64 años	31
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 65 a 69 años	41
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 70 a 74 años	80
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 75 a 79 años	105
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 80 a 84 años	176
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 85 a 89 años	176
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	De 90 a 94 años	113
Total nacional	Galicia	Covid-19 Virus identificado	Hombres	95 y más años	42
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	Total	704
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	2
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	4
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	6
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	5
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	12
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	36
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	46
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	99
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	217
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	175
Total nacional	Galicia	Covid-19 Virus identificado	Mujeres	95 y más años	102
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	Total	83
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	3
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	2
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	5
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	5
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	8
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	25
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	22
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	10
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	39
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	3
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	..
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	..
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	4
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	4
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	2
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	10
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	10
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	4
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	44
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	..
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	..
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	1
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	6
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	15
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	12
Total nacional	Galicia	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	6
Total nacional	Galicia	Otras causas	Total	Total	31.297
Total nacional	Galicia	Otras causas	Total	De 0 a 49 años	870
Total nacional	Galicia	Otras causas	Total	De 50 a 54 años	586
Total nacional	Galicia	Otras causas	Total	De 55 a 59 años	905
Total nacional	Galicia	Otras causas	Total	De 60 a 64 años	1.319
Total nacional	Galicia	Otras causas	Total	De 65 a 69 años	1.611
Total nacional	Galicia	Otras causas	Total	De 70 a 74 años	2.276
Total nacional	Galicia	Otras causas	Total	De 75 a 79 años	3.154
Total nacional	Galicia	Otras causas	Total	De 80 a 84 años	4.468
Total nacional	Galicia	Otras causas	Total	De 85 a 89 años	7.009
Total nacional	Galicia	Otras causas	Total	De 90 a 94 años	5.958
Total nacional	Galicia	Otras causas	Total	95 y más años	3.141
Total nacional	Galicia	Otras causas	Hombres	Total	15.489
Total nacional	Galicia	Otras causas	Hombres	De 0 a 49 años	570
Total nacional	Galicia	Otras causas	Hombres	De 50 a 54 años	374
Total nacional	Galicia	Otras causas	Hombres	De 55 a 59 años	599
Total nacional	Galicia	Otras causas	Hombres	De 60 a 64 años	900
Total nacional	Galicia	Otras causas	Hombres	De 65 a 69 años	1.124
Total nacional	Galicia	Otras causas	Hombres	De 70 a 74 años	1.538
Total nacional	Galicia	Otras causas	Hombres	De 75 a 79 años	1.952
Total nacional	Galicia	Otras causas	Hombres	De 80 a 84 años	2.380
Total nacional	Galicia	Otras causas	Hombres	De 85 a 89 años	3.123
Total nacional	Galicia	Otras causas	Hombres	De 90 a 94 años	2.128
Total nacional	Galicia	Otras causas	Hombres	95 y más años	801
Total nacional	Galicia	Otras causas	Mujeres	Total	15.808
Total nacional	Galicia	Otras causas	Mujeres	De 0 a 49 años	300
Total nacional	Galicia	Otras causas	Mujeres	De 50 a 54 años	212
Total nacional	Galicia	Otras causas	Mujeres	De 55 a 59 años	306
Total nacional	Galicia	Otras causas	Mujeres	De 60 a 64 años	419
Total nacional	Galicia	Otras causas	Mujeres	De 65 a 69 años	487
Total nacional	Galicia	Otras causas	Mujeres	De 70 a 74 años	738
Total nacional	Galicia	Otras causas	Mujeres	De 75 a 79 años	1.202
Total nacional	Galicia	Otras causas	Mujeres	De 80 a 84 años	2.088
Total nacional	Galicia	Otras causas	Mujeres	De 85 a 89 años	3.886
Total nacional	Galicia	Otras causas	Mujeres	De 90 a 94 años	3.830
Total nacional	Galicia	Otras causas	Mujeres	95 y más años	2.340
Total nacional	Madrid, Comunidad de	Total	Total	Total	66.206
Total nacional	Madrid, Comunidad de	Total	Total	De 0 a 49 años	2.050
Total nacional	Madrid, Comunidad de	Total	Total	De 50 a 54 años	1.313
Total nacional	Madrid, Comunidad de	Total	Total	De 55 a 59 años	2.005
Total nacional	Madrid, Comunidad de	Total	Total	De 60 a 64 años	2.807
Total nacional	Madrid, Comunidad de	Total	Total	De 65 a 69 años	3.515
Total nacional	Madrid, Comunidad de	Total	Total	De 70 a 74 años	5.263
Total nacional	Madrid, Comunidad de	Total	Total	De 75 a 79 años	7.153
Total nacional	Madrid, Comunidad de	Total	Total	De 80 a 84 años	9.846
Total nacional	Madrid, Comunidad de	Total	Total	De 85 a 89 años	14.100
Total nacional	Madrid, Comunidad de	Total	Total	De 90 a 94 años	11.911
Total nacional	Madrid, Comunidad de	Total	Total	95 y más años	6.243
Total nacional	Madrid, Comunidad de	Total	Hombres	Total	32.803
Total nacional	Madrid, Comunidad de	Total	Hombres	De 0 a 49 años	1.274
Total nacional	Madrid, Comunidad de	Total	Hombres	De 50 a 54 años	848
Total nacional	Madrid, Comunidad de	Total	Hombres	De 55 a 59 años	1.300
Total nacional	Madrid, Comunidad de	Total	Hombres	De 60 a 64 años	1.789
Total nacional	Madrid, Comunidad de	Total	Hombres	De 65 a 69 años	2.282
Total nacional	Madrid, Comunidad de	Total	Hombres	De 70 a 74 años	3.346
Total nacional	Madrid, Comunidad de	Total	Hombres	De 75 a 79 años	4.382
Total nacional	Madrid, Comunidad de	Total	Hombres	De 80 a 84 años	5.214
Total nacional	Madrid, Comunidad de	Total	Hombres	De 85 a 89 años	6.535
Total nacional	Madrid, Comunidad de	Total	Hombres	De 90 a 94 años	4.263
Total nacional	Madrid, Comunidad de	Total	Hombres	95 y más años	1.570
Total nacional	Madrid, Comunidad de	Total	Mujeres	Total	33.403
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 0 a 49 años	776
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 50 a 54 años	465
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 55 a 59 años	705
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 60 a 64 años	1.018
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 65 a 69 años	1.233
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 70 a 74 años	1.917
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 75 a 79 años	2.771
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 80 a 84 años	4.632
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 85 a 89 años	7.565
Total nacional	Madrid, Comunidad de	Total	Mujeres	De 90 a 94 años	7.648
Total nacional	Madrid, Comunidad de	Total	Mujeres	95 y más años	4.673
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	Total	14.540
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 0 a 49 años	195
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 50 a 54 años	193
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 55 a 59 años	345
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 60 a 64 años	564
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 65 a 69 años	803
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 70 a 74 años	1.366
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 75 a 79 años	1.998
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 80 a 84 años	2.601
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 85 a 89 años	3.252
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	De 90 a 94 años	2.327
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Total	95 y más años	896
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	Total	8.300
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 0 a 49 años	128
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 50 a 54 años	137
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 55 a 59 años	248
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 60 a 64 años	417
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 65 a 69 años	580
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 70 a 74 años	928
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 75 a 79 años	1.343
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 80 a 84 años	1.544
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 85 a 89 años	1.709
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	De 90 a 94 años	978
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Hombres	95 y más años	288
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	Total	6.240
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	67
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	56
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	97
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	147
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	223
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	438
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	655
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	1.057
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	1.543
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	1.349
Total nacional	Madrid, Comunidad de	Covid-19 Virus identificado	Mujeres	95 y más años	608
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	Total	4.817
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	27
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	28
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	42
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	69
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	81
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	229
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	372
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	753
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	1.302
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	1.197
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	717
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	1.983
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	20
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	18
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	29
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	38
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	55
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	145
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	221
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	354
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	558
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	378
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	167
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	2.834
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	7
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	10
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	13
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	31
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	26
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	84
Total nacional	Madrid, Comunidad de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	151
